weights,return,volatility,sharpe
"[3.70982710e-17 0.00000000e+00 2.08297621e-17 0.00000000e+00
 0.00000000e+00 8.84774286e-17 0.00000000e+00 4.48458338e-01
 4.90021484e-01 2.70804148e-17 3.40462913e-17 1.00603697e-16
 6.15201778e-02 1.60710734e-17 5.87314278e-17]",0.10299545563087947,0.047752956153128294,1.7380171264107687
"[5.88025485e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.11022302e-16 4.10936759e-01
 5.08338917e-01 0.00000000e+00 2.46696800e-17 5.75184444e-17
 8.07243242e-02 8.06261903e-18 8.99514622e-17]",0.10910495204500714,0.048546832440313825,1.83544317035633
"[0.00000000e+00 1.95008533e-17 3.30286867e-17 2.54408329e-17
 2.08816720e-17 1.34778098e-16 0.00000000e+00 3.64489181e-01
 5.37378883e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.81319360e-02 4.22501382e-18 3.92504883e-18]",0.11521444845913482,0.04952544545767051,1.922535932372679
"[6.91780803e-17 3.00160755e-17 2.53492158e-17 0.00000000e+00
 1.87482452e-17 2.05358505e-17 1.62392823e-16 3.18140785e-01
 5.66299705e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.15559510e-01 0.00000000e+00 7.38059722e-17]",0.1213239448732625,0.05067995629624428,1.999290296956536
"[7.69185845e-17 0.00000000e+00 7.87572155e-17 4.90314242e-17
 0.00000000e+00 1.62925146e-16 0.00000000e+00 2.71674451e-01
 5.95362202e-01 0.00000000e+00 6.56887942e-17 3.76437311e-17
 1.32963347e-01 2.87967474e-17 8.89917574e-17]",0.12743344128739015,0.05199863572777606,2.066081922799419
"[0.00000000e+00 1.70449652e-16 9.68987582e-18 4.62104413e-17
 2.68561225e-18 5.39666569e-17 0.00000000e+00 2.32910088e-01
 6.15172554e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.51917358e-01 0.00000000e+00 0.00000000e+00]",0.13354293770151784,0.0534687990591526,2.123536337068374
"[4.00999254e-18 4.08804130e-17 0.00000000e+00 5.28568074e-17
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.85854482e-01
 6.44942925e-01 0.00000000e+00 2.61605786e-17 0.00000000e+00
 1.69202592e-01 3.78415081e-17 0.00000000e+00]",0.1396524341156455,0.055078004695520495,2.1724177333057395
"[2.42552654e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.46472286e-16 1.42705739e-01
 6.70020100e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.87274160e-01 6.88656689e-18 0.00000000e+00]",0.14576193052977318,0.05681519103850715,2.213526492316757
"[0.00000000e+00 1.53260070e-17 1.22040034e-17 0.00000000e+00
 2.85260934e-17 9.45939749e-18 0.00000000e+00 9.77583411e-02
 6.97257946e-01 0.00000000e+00 5.65827676e-17 3.02588383e-17
 2.04983713e-01 0.00000000e+00 3.57711725e-17]",0.15187142694390088,0.058668608982618234,2.247733996607461
"[0.00000000e+00 4.29754719e-03 3.81097711e-18 4.36290521e-17
 3.21727447e-17 5.68994239e-17 0.00000000e+00 6.63440526e-02
 7.07281467e-01 4.03102311e-17 4.51621795e-18 0.00000000e+00
 2.22076933e-01 0.00000000e+00 1.43050517e-17]",0.15798092335802855,0.060623099674132784,2.2760453374986946
"[3.95087469e-17 1.08960317e-02 0.00000000e+00 3.20506464e-17
 0.00000000e+00 0.00000000e+00 6.63599621e-17 3.91825842e-02
 7.11683600e-01 0.00000000e+00 7.88452665e-17 0.00000000e+00
 2.38237784e-01 0.00000000e+00 0.00000000e+00]",0.16409041977215622,0.0626608271624137,2.299529487516677
"[0.00000000e+00 1.67109061e-02 1.82534032e-17 9.37553385e-18
 0.00000000e+00 3.89988910e-18 0.00000000e+00 1.28098741e-02
 7.15312794e-01 0.00000000e+00 1.37355789e-17 0.00000000e+00
 2.55166425e-01 0.00000000e+00 0.00000000e+00]",0.17019991618628388,0.06477439781242135,2.318816094921396
"[0.00000000e+00 2.68287562e-02 2.61145169e-17 1.53190003e-17
 2.08820442e-17 5.23287558e-17 0.00000000e+00 0.00000000e+00
 7.01690746e-01 1.48691046e-16 0.00000000e+00 0.00000000e+00
 2.71480498e-01 6.98013704e-19 3.86203480e-17]",0.17630941260041155,0.06695927876104732,2.33439510539266
"[0.00000000e+00 3.91125837e-02 0.00000000e+00 0.00000000e+00
 8.59230222e-17 0.00000000e+00 0.00000000e+00 5.56195714e-17
 6.72198044e-01 9.06935117e-17 4.53196508e-17 4.15249432e-17
 2.88689372e-01 0.00000000e+00 3.22550146e-18]",0.18241890901453922,0.06922368472604683,2.346291008017171
"[0.00000000e+00 5.06093178e-02 3.54724398e-17 1.55937417e-17
 4.06930088e-17 4.39248609e-17 0.00000000e+00 0.00000000e+00
 6.42880691e-01 2.99657655e-17 2.77465015e-18 0.00000000e+00
 3.06509991e-01 0.00000000e+00 1.17499686e-17]",0.1885284054286669,0.07156142657023136,2.3550174095994416
"[3.64291930e-17 6.27935712e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.50521303e-18 2.92734587e-17 0.00000000e+00
 6.13410172e-01 1.64581890e-16 0.00000000e+00 0.00000000e+00
 3.23796256e-01 1.73472348e-18 2.73218947e-17]",0.19463790184279456,0.07396581875401503,2.361062241784687
"[3.28723161e-03 7.22889017e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.85215773e-17 0.00000000e+00 8.58688121e-17
 5.83177937e-01 0.00000000e+00 1.90819582e-17 1.00830802e-17
 3.41245930e-01 3.12250226e-17 6.07153217e-18]",0.20074739825692223,0.07643032025102757,2.3648651171848543
"[1.90937605e-02 7.29190713e-02 0.00000000e+00 4.59701721e-17
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.90566182e-16
 5.49738295e-01 0.00000000e+00 3.46944695e-18 0.00000000e+00
 3.58248874e-01 0.00000000e+00 0.00000000e+00]",0.2068568946710499,0.07894548441365437,2.366910483340213
"[3.31624886e-02 7.57868387e-02 4.18502039e-17 0.00000000e+00
 0.00000000e+00 2.12503626e-17 0.00000000e+00 1.44415729e-16
 5.16519526e-01 0.00000000e+00 9.97465999e-18 1.53956708e-17
 3.74531147e-01 1.30104261e-17 0.00000000e+00]",0.21296639108517756,0.08150519270357987,2.3675349346999597
"[1.01196551e-01 3.76602349e-02 2.62275282e-17 2.22905190e-17
 4.01425854e-17 0.00000000e+00 3.40066788e-17 9.48439732e-17
 4.70094431e-01 8.67361738e-19 0.00000000e+00 0.00000000e+00
 3.91048783e-01 0.00000000e+00 4.56381352e-18]",0.2190758874993053,0.08413206464863644,2.366230857767637
"[1.10051629e-01 4.35053093e-02 0.00000000e+00 1.95088628e-17
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.49773075e-17
 4.38370579e-01 0.00000000e+00 2.29715335e-18 1.84449895e-17
 4.08072483e-01 0.00000000e+00 8.01631981e-18]",0.22518538391343296,0.08676042686288925,2.3649651267587135
"[1.17331597e-01 5.08384770e-02 1.34441069e-17 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.35831623e-17
 4.06967228e-01 0.00000000e+00 7.61811886e-18 0.00000000e+00
 4.24862697e-01 0.00000000e+00 6.58652820e-18]",0.23129488032756063,0.08942248617765561,2.36288308857552
"[1.26229758e-01 5.63816895e-02 0.00000000e+00 3.31765865e-17
 0.00000000e+00 4.93311988e-18 3.83807569e-17 6.93889390e-18
 3.75292791e-01 2.09793120e-17 0.00000000e+00 8.53809211e-19
 4.42095762e-01 7.84962373e-17 8.67361738e-19]",0.2374043767416883,0.09211764783600593,2.3600730353941115
"[1.30187463e-01 6.50142785e-02 1.66289508e-17 1.75640752e-17
 1.81468339e-17 3.18348863e-17 5.42101086e-19 0.00000000e+00
 3.44975212e-01 0.00000000e+00 0.00000000e+00 2.34458720e-18
 4.59823046e-01 6.11625551e-17 1.34170019e-18]",0.24351387315581596,0.09484003837081594,2.356745916549475
"[1.34391242e-01 7.21259104e-02 0.00000000e+00 0.00000000e+00
 1.90819582e-17 5.03069808e-17 0.00000000e+00 2.11419424e-17
 3.14894610e-01 0.00000000e+00 2.03287907e-18 0.00000000e+00
 4.78588238e-01 2.41506034e-17 0.00000000e+00]",0.24962336956994363,0.09759200792137139,2.352891127672547
"[1.38964103e-01 8.29900800e-02 1.75911802e-17 0.00000000e+00
 5.43727390e-17 6.83047369e-18 0.00000000e+00 8.39714583e-17
 2.83825236e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.94220582e-01 5.49148400e-17 3.31223764e-17]",0.2557328659840713,0.10036770303681307,2.348692446389938
"[1.43109507e-01 9.22292904e-02 0.00000000e+00 0.00000000e+00
 1.11618614e-16 0.00000000e+00 5.28006458e-17 1.42843636e-17
 2.53294816e-01 2.28495608e-17 2.30935063e-17 0.00000000e+00
 5.11366387e-01 4.28259858e-18 1.84585420e-17]",0.26184236239819897,0.1031683995074695,2.3441515381915887
"[1.47308722e-01 1.01425968e-01 4.15249432e-17 4.36391374e-17
 1.06251813e-17 0.00000000e+00 0.00000000e+00 7.77915059e-17
 2.22751596e-01 0.00000000e+00 1.73472348e-18 0.00000000e+00
 5.28513713e-01 0.00000000e+00 8.56519716e-18]",0.26795185881232664,0.10599110319538961,2.3393648272085543
"[1.52343130e-01 1.10125034e-01 3.19297540e-17 0.00000000e+00
 4.77048956e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.91973505e-01 5.67579837e-17 1.83772268e-17 2.50450702e-17
 5.45558331e-01 0.00000000e+00 0.00000000e+00]",0.2740613552264543,0.10883356967314217,2.3344024825196126
"[1.56049943e-01 1.18540043e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.82145965e-17 0.00000000e+00 5.01985606e-17
 1.61808257e-01 0.00000000e+00 0.00000000e+00 9.54097912e-18
 5.63601757e-01 0.00000000e+00 0.00000000e+00]",0.280170851640582,0.11169536486946409,2.3292895989429634
"[1.66796390e-01 1.23713831e-01 0.00000000e+00 8.02309608e-18
 0.00000000e+00 0.00000000e+00 6.47268697e-17 3.03576608e-17
 1.29451017e-01 1.90277481e-17 0.00000000e+00 8.51098705e-18
 5.80038761e-01 5.18790740e-17 3.51823605e-17]",0.28628034805470964,0.11456807241435814,2.324210772191872
"[1.76135661e-01 1.29319979e-01 0.00000000e+00 3.46944695e-18
 0.00000000e+00 1.90819582e-17 0.00000000e+00 3.12250226e-17
 9.75799607e-02 0.00000000e+00 1.82145965e-17 0.00000000e+00
 5.96964399e-01 1.47451495e-17 0.00000000e+00]",0.2923898444688373,0.11745683449554907,2.3190633873174855
"[2.59648211e-01 8.14796473e-02 9.10729825e-18 3.94649591e-17
 2.32452946e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.69115412e-02 0.00000000e+00 1.56125113e-17 0.00000000e+00
 6.11960601e-01 0.00000000e+00 1.95156391e-18]",0.298499340882965,0.12032131958988079,2.314630040895821
"[2.75221147e-01 8.21599792e-02 9.08425311e-18 1.14694979e-17
 0.00000000e+00 3.44640181e-18 0.00000000e+00 0.00000000e+00
 1.35574200e-02 1.99262748e-17 2.57904007e-18 1.64568279e-17
 6.29061454e-01 0.00000000e+00 0.00000000e+00]",0.30460883729709265,0.1232302799947572,2.3095690223961287
"[2.13833782e-01 1.36979644e-01 6.49965684e-17 0.00000000e+00
 1.21430643e-17 4.44387705e-18 0.00000000e+00 7.99207693e-18
 5.91960868e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.49186574e-01 0.00000000e+00 4.46162713e-17]",0.3107183337112203,0.1261904042099446,2.3038069774905265
"[1.04233803e-01 2.20528469e-01 5.63785130e-18 0.00000000e+00
 1.96999535e-16 1.24683250e-17 9.32413868e-18 0.00000000e+00
 0.00000000e+00 0.00000000e+00 7.58941521e-19 0.00000000e+00
 6.75237728e-01 1.48481488e-16 4.61328024e-17]",0.31682783012534804,0.1293744513215908,2.2943311225143845
"[0.00000000e+00 2.94106304e-01 0.00000000e+00 5.89805982e-17
 6.93889390e-18 1.86482774e-17 1.82145965e-17 6.15826834e-17
 0.00000000e+00 0.00000000e+00 3.29597460e-17 0.00000000e+00
 7.05893696e-01 5.55111512e-17 0.00000000e+00]",0.3229373265394757,0.13281232257282155,2.2809429175773497
"[3.60841448e-17 1.74005181e-01 3.66712910e-17 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.72943087e-17
 1.24996744e-16 0.00000000e+00 1.15485920e-16 2.10000586e-17
 8.25994819e-01 0.00000000e+00 6.61540932e-17]",0.3290468229536034,0.14015927397131211,2.204968777284472
"[0.00000000e+00 5.39040537e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.02982032e-16 1.36501745e-16 0.00000000e+00 3.12828270e-17
 9.46095946e-01 4.16333634e-17 1.12160664e-16]",0.33515631936773105,0.15328787743024502,2.055976797716086
"[0.00000000e+00 0.00000000e+00 5.70872261e-10 0.00000000e+00
 6.01871628e-12 9.26887855e-11 0.00000000e+00 1.75768310e-10
 0.00000000e+00 2.11187741e-10 1.83969583e-10 0.00000000e+00
 0.00000000e+00 1.00000000e+00 0.00000000e+00]",0.3412658157818587,0.2797109859850275,1.148563452559763
